LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,CODE,SALARY RANGE
QUALCOMM INCORPORATED,SAN DIEGO,92121,SENIOR IT ENGINEER,70000,C,50001 to 100000
"CLEAR TASK, INC.",SAN FRANCISCO,94104,BUSINESS ANALYST,70000,C,50001 to 100000
DISNEY ONLINE,BURBANK,91521-0153,FINANCIAL ANALYST,70000,C,50001 to 100000
"SYSINTELLI, INC",SAN DIEGO,92126,SYSTEMS ADMINISTRATOR,70000,C,50001 to 100000
"BLACKSTAR MARKETING, LLC",ALISO VIEJO,92656,PROGRAMMER,70000,C,50001 to 100000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,"ENGINEER, DIGITAL IC DESIGN",70000,C,50001 to 100000
"SEPCO GROUP, INC.",BAKERSFIELD,93309,SENIOR PROGRAMMER ANALYST / TERADATA DEVELOPER,70000,C,50001 to 100000
NIAGARA BOTTLING LLC,ONTARIO,91761,MAINTENANCE SUPERVISOR (INDUSTRIAL/ MECHANCAL),70000,C,50001 to 100000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,"ENGINEER, TEST",70000,C,50001 to 100000
SYNNEX CORPORATION,FREMONT,94538,BUSINESS SYSTEMS ANALYST III,70000,C,50001 to 100000
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,95134,TEST ENGINEER,70000,C,50001 to 100000
XORIANT CORPORATION,SUNNYVALE,94089,COMPUTER SYSTEMS ANALYST / TECHNICAL LEAD,70000,C,50001 to 100000
US HYBRID CORPORATION,TORRANCE,90503,SCIENTIST ENGINEER,70000,C,50001 to 100000
"RADIANT LOGIC, INC.",NOVATO,94945,SALES ENGINEER,70000,C,50001 to 100000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,"ENGINEER, ANALOG DESIGN",70000,C,50001 to 100000
PERSISTENT SYSTEMS INC,SANTA CLARA,95054,SENIOR COMPUTER PROGRAMMER ANALYST,70000,C,50001 to 100000
SANDISK CORPORATION,MILPITAS,95035,ASSOCIATE PROGRAMMER / ANALYST,70000,C,50001 to 100000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,"ENGINEER, PRODUCT",70000,C,50001 to 100000
"SUGARCRM, INC.",CUPERTINO,95014,WEB DESIGNER,70000,C,50001 to 100000
"EVERYONE COUNTS, INC.",SAN DIEGO,92121,SOFTWARE ENGINEER,70000,C,50001 to 100000
O'MELVENY &AMP; MYERS LLP,LOS ANGELES,90071-2899,JUNIOR WEB DEVELOPER,70000,C,50001 to 100000
KORN/FERRY INTERNATIONAL,LOS ANGELES,90067,SENIOR ASSOCIATE,70000,C,50001 to 100000
ENVIRONMENTAL CHEMICAL CORPORATION & SUBSIDIARIES,BURLINGAME,94010,QUALITY CONTROL MANAGER,70000,C,50001 to 100000
AGREEYA MOBILITY INC.,FOLSOM,95630,SOFTWARE ENGINEER,70000,C,50001 to 100000
"ZIONTECH SOLUTIONS,INC",SANTA CLARA,95054,SR. JAVA PROGRAMMER ANALYST,70000,C,50001 to 100000
"RED 5 STUDIOS, INC.",LAGUNA HILLS,92653,GRAPHICS PROGRAMMER,70000,C,50001 to 100000
CONNEXITY LLC,VENTURA,93001,SOFTWARE ENGINEER,70000,C,50001 to 100000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,"ENGINEER, FIRMWARE",70000,C,50001 to 100000
"ASPIRE SYSTEMS, INC.",SAN JOSE,95110,SYSTEMS ANALYST,70000,C,50001 to 100000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,APPLICATIONS ENGINEER,70000,C,50001 to 100000
"POLYCOM, INC.",SAN JOSE,95134,SOFTWARE DEVELOPMENT ENGINEER,70000,C,50001 to 100000
INFOBAHN SOFTWORLD INC,SAN JOSE,95131,SOFTWARE QUALITY ASSURANCE ANALYST,70000,C,50001 to 100000
INFOBAHN SOFTWORLD INC,SAN JOSE,95131,PROGRAMMER ANALYST,70000,C,50001 to 100000
ADCONION PLATFORM SERVICES LLC,SANTA MONICA,90404,SOFTWARE ENGINEER,70000,C,50001 to 100000
"TBWA WORLDWIDE, INC.",LOS ANGELES,90066,PLANNER,70000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,COMPUTER SYSTEMS ANALYST,70000,C,50001 to 100000
TECHNICON DESIGN CORPORATION,SAN JUAN CAPISTRANO,92675,AUTOMOTIVE DESIGNER - COLORS AND MATERIALS,70000,C,50001 to 100000
"BODHTREE SOLUTIONS,INC",FREMONT,94539,PROGRAMMER ANALYST,70000,C,50001 to 100000
SHUBH SOLUTIONS LLC,SAN DIEGO,92121,PROGRAMMER ANALYST,70000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SYSTEMS ANALYST,70000,C,50001 to 100000
"SAN RAMON SOCCER CLUB, INC.",SAN RAMON,94583,TECHNICAL DIRECTOR OF YOUTH SOCCER CLUB,70000,C,50001 to 100000
KLNTEK,ARCADIA,91006,SOFTWARE ENGINEER,70000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SYSTEMS ANALYST,70000,C,50001 to 100000
FAIR ISAAC CORPORATION,SAN RAFAEL,94903,ANALYTIC SCIENCE - SCIENTIST II,70000,C,50001 to 100000
"PUBLISHER'S CREATIVE SYSTEMS, INC.",ESCONDIDO,92025,PROGRAMMER ANALYST,70000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SYSTEMS ANALYST,70000,C,50001 to 100000
"VIAGOGO, INC.",SAN FRANCISCO,94107,SOFTWARE ENGINEER,70000,C,50001 to 100000
JOOST DIGITAL LLC,SANTA MONICA,90404,NETWORK MANAGER,70000,C,50001 to 100000
NAGARRO INC.,SAN JOSE,95110,DEVELOPER,70000,C,50001 to 100000
PRELUDE SYSTEMS INC.,IRVINE,92606,PROGRAMMER ANALYST,70000,C,50001 to 100000
COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS,PASADENA,91101,COMPUTER SYSTEMS ARCHITECT,70000,C,50001 to 100000
"SYSINTELLI, INC",SAN DIEGO,92126,MANAGEMENT ANALYST,70000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER/ENGINEER,70000,C,50001 to 100000
"GOUVIS ENGINEERING CONSULTING GROUP, INC.",NEWPORT BEACH,92660,CIVIL ENGINEER,70000,C,50001 to 100000
"OPENMIND TECHNOLOGIES, INC.",FREMONT,94536,SENIOR SYSTEMS ADMINISTRATOR,70000,C,50001 to 100000
FINISAR CORPORATION,SUNNYVALE,94089,APPLICATION SOFTWARE ENGINEER,70000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER - ENGINEER,70000,C,50001 to 100000
"AQUAPULSE SYSTEMS, INC.",VAN NUYS,91406,SALES ENGINEER,70000,C,50001 to 100000
NAGARRO INC.,SAN JOSE,95110,SOFTWARE QUALITY ENGINEER,70000,C,50001 to 100000
REUNIFY LLC,SANTA MONICA,90404,SYSTEMS ANALYST,70000,C,50001 to 100000
FINISAR CORPORATION,SUNNYVALE,94089,TRANSCEIVER TEST AUTOMATION,70000,C,50001 to 100000
"PANKL ENGINE SYSTEMS, INC.",IRVINE,92614,MANUFACTURING ENGINEER,70000,C,50001 to 100000
READY AT DAWN STUDIOS LLC,IRVINE,92618,GAME DESIGNER,70000,C,50001 to 100000
"FLEXENERGY, INC.",IRVINE,92618,MARKET MANAGER - LANDFILLS,70000,C,50001 to 100000
AGREEYA MOBILITY INC,FOLSOM,95630,SOFTWARE ENGINEER,70000,C,50001 to 100000
"END-TO-END ANALYTICS, LLC",PALO ALTO,94301,SENIOR ANALYST,70000,C,50001 to 100000
PROACTIVE TECHNICAL SERVICES INC.,SAN JOSE,95129,PROGRAMMER ANALYST,70000,C,50001 to 100000
"MODEL N, INC.",REDWOOD SHORES,94065,CONSULTANT,70000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,BUSINESS ANALYST,70000,C,50001 to 100000
"SYNERTECH, INC.",ORANGE,92867,SOFTWARE ENGINEER,70000,C,50001 to 100000
"SUNSHINE FILMS, INC.",VAN NUYS,91406,PLANT MECHANICAL ENGINEER,70000,C,50001 to 100000
EVOLUTION ROBOTICS INC.,PASADENA,91106,JUNIOR ROBOTICS ENGINEER,70000,C,50001 to 100000
GOLDSPOT MEDIA INC.,SUNNYVALE,94085,MARKET RESEARCH ANALYST,70000,C,50001 to 100000
"DS SOFT TECH, INC",FREMONT,94536,COMPUTER PROGRAMMER,70000,C,50001 to 100000
FAIR ISAAC CORPORATION,SAN RAFAEL,94903,ANALYTIC SCIENCE - SCIENTIST II,70000,C,50001 to 100000
"POLYCOM, INC.",SAN JOSE,95134,SOFTWARE DEVELOPMENT ENGINEER,70000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SOFTWARE DEVELOPER,70000,C,50001 to 100000
SHUBH SOLUTIONS LLC,SAN DIEGO,92121,PROGRAMMER ANALYST,70000,C,50001 to 100000
"SYSINTELLI, INC",SAN DIEGO,92126,SOFTWARE DEVELOPER,70000,C,50001 to 100000
NUVOTON TECHNOLOGY CORPORATION AMERICA,SAN JOSE,95134,APPLICATIONS ENGINEER,70000,C,50001 to 100000
AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,SANTA ANA,92705,BUSINESS SYSTEMS ANALYST II,70000,C,50001 to 100000
GOLDSPOT MEDIA INC.,SUNNYVALE,94085,MARKET RESEARCH ANALYST,70000,C,50001 to 100000
"SYSINTELLI, INC",SAN DIEGO,92126,MANAGEMENT ANALYST,70000,C,50001 to 100000
PACIFIC INVESTMENT MANAGEMENT COMPANY (PIMCO),NEWPORT BEACH,92660,ATTRIBUTION ANALYST,70000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,BUSINESS ANALYST,70000,C,50001 to 100000
MEMRY CORPORATION,MENLO PARK,94025,ASSOCIATE ENGINEER (MATERIALS),70000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,PROGRAMMER ANALYST,70000,C,50001 to 100000
"SOFTHQ, INC.",SAN DIEGO,92121,PROGRAMMER ANALYST,70000,C,50001 to 100000
"SUNGEVITY, INC.",OAKLAND,94607,QUALITY ASSURANCE ENGINEER,70000,C,50001 to 100000
FINISAR CORPORATION,SUNNYVALE,94089,TRANSCEIVER TEST AUTOMATION ENGINEER,70000,C,50001 to 100000
ALTEC LANSING LLC,SAN DIEGO,92121,SUPPLY CHAIN PLANNER & ANALYST,70000,C,50001 to 100000
"ADCHEMY, INC.",FOSTER CITY,94404,UX DESIGNER,70000,C,50001 to 100000
"GOOD IDEA STUDIO, INC.",LOS ANGELES,90026,DESIGNER,70000,C,50001 to 100000
FOUR CORNERS SECURITY SOLUTIONS,SAN JACINTO,92583,VICE PRESIDENT OF CONSULTING SOLUTIONS,70000,C,50001 to 100000
"ONE & COMPANY DESIGN, INC.",SAN FRANCISCO,94110,INDUSTRIAL DESIGNER,70000,C,50001 to 100000
"SAM RUBIN ENTERTAINMENT, INC.",SANTA MONICA,90405,COMMUNICATIONS/MEDIA SPECIALIST,70000,C,50001 to 100000
"CETECOM, INC.",MILPITAS,95035,APPLICATION TEST ENGINEER,70000,C,50001 to 100000
PAC-12 CONFERENCE,WALNUT CREEK,94597,"SENIOR MANAGER, INTERNATIONAL",70000,C,50001 to 100000
WARNER BROS. HOME ENTERTAINMENT INC.,BURBANK,91505,"SUPERVISOR, TNR FORECASTING",70000,C,50001 to 100000
"SYNCOMINT, INC.",FREMONT,94538,BUSINESS ANALYST,70000,C,50001 to 100000
SOLIX TECHNOLOGIES INCORPORATED,SANTA CLARA,95054,PROGRAMMER ANALYST,70000,C,50001 to 100000
"INNOVATIVE PAYROLL &AMP; PERSONNEL SOLUTIONS, LLC",STUDIO CITY,91607,WEB DEVELOPER,70000,C,50001 to 100000
"FLUID, INC.",SAN FRANCISCO,94108-4459,INTERACTION DESIGNER,70000,C,50001 to 100000
DELTA PRODUCTS CORPORATION,FREMONT,94538,MEMBER OF R&D STAFF,70000,C,50001 to 100000
"GORILLA NATION MEDIA, LLC",LOS ANGELES,90056,SOFTWARE ENGINEER,70000,C,50001 to 100000
"ISEC PARTNERS, INC.",SAN FRANCISCO,94105,SECURITY CONSULTANT,70000,C,50001 to 100000
"NETAPP, INC.",SUNNYVALE,94089,"MEMBER TECHNICAL STAFF, SOFTWARE",70000,C,50001 to 100000
PERSISTENT SYSTEMS INC,SANTA CLARA,95054,COMPUTER PROGRAMMER ANALYST,70000,C,50001 to 100000
ARCHETYPE INTERNATIONAL INC.,EMERYVILLE,94608,INTERACTIVE ENGINEER,70000,C,50001 to 100000
IDEO LLC,PALO ALTO,94301,INTERACTION DESIGNER,70000,C,50001 to 100000
DP TECHNOLOGY CORP,CAMARILLO,93012,SOFTWARE ENGINEER,70000,C,50001 to 100000
"LYRIS TECHNOLOGIES, INC.",EMERYVILLE,94608,ACCOUNTANT,70000,C,50001 to 100000
"PANKL ENGINE SYSTEMS, INC.",IRVINE,92614,MANUFACTURING ENGINEER,70000,C,50001 to 100000
ETOUCH SYSTEMS CORPORATION,FREMONT,94555,PROGRAMMER ANALYST,70000,C,50001 to 100000
CONSIDINE & CONSIDINE,SAN DIEGO,92101,ACCOUNTANT,70000,C,50001 to 100000
"FLUID, INC.",SAN FRANCISCO,94108-4459,INTERACTION DESIGNER,70000,C,50001 to 100000
MASTERMIND EDUCATIONAL SERVICES,SANTA CLARA,95054,ORACLE PL/SQL DEVELOPER,70000,C,50001 to 100000
"BODHTREE SOLUTIONS,INC",FREMONT,94539,SYSTEMS ANALYST,70000,C,50001 to 100000
CALENERGY OPERATING CORPORATION,CALIPATRIA,92233,ENGINEER I - ELECTRICAL-POWER ENGINEERING,70000,C,50001 to 100000
"INFOVITY, INC.",FOSTER CITY,94404,PROGRAMMER ANALYST,70000,C,50001 to 100000
"AGILONE, INC.",MOUNTAIN VIEW,94043,QUANTITATIVE MARKETING ASSOCIATE (PROUDCT MANAGER),70000,C,50001 to 100000
"DIALOGIC, INC.",MILPITAS,95035,APPLICATIONS ENGINEER,70000,C,50001 to 100000
"HOVERSTATE 2.0, INC.",EMERYVILLE,94608,PRINCIPAL TECHNOLOGIST,70000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SOFTWARE DEVELOPER,70000,C,50001 to 100000
SRS CONSULTING INC.,FREMONT,94538,BUSINESS INTELLIGENCE ANALYST,70000,C,50001 to 100000
MASTERMIND EDUCATONAL SERVICES.INC,SANTA CLARA,95054,ORACLE PL/SQL DEVELOPER,70000,C,50001 to 100000
"ASPIRE SYSTEMS, INC.",SAN JOSE,95110,SYSTEMS ANALYST,70000,C,50001 to 100000
"ASPIRE SYSTEMS, INC.",SAN JOSE,95110,SYSTEMS ANALYST,70000,C,50001 to 100000
"PANKL ENGINE SYSTEMS, INC.",IRVINE,92614,MANUFACTURING ENGINEER,70000,C,50001 to 100000
"ASPIRE SYSTEMS, INC.",SAN JOSE,95110,SYSTEMS ANALYST,70000,C,50001 to 100000
"IGNIFY, INC.",LONG BEACH,90802,PROJECT MANAGER - ECOMMERCE,70000,C,50001 to 100000
"GAME CLOSURE, INC.",MOUNTAIN VIEW,94041,ASSOCIATE PRODUCT MANAGER,70000,C,50001 to 100000
"ROBOTEX, INC.",PALO ALTO,94304,QUALITY ASSURANCE ANALYST,70000,C,50001 to 100000
"AGILONE, INC.",MOUNTAIN VIEW,94043,QUANTITATIVE MARKETING ASSOCIATE (PRODUCT MANAGER),70000,C,50001 to 100000
PACIFIC INVESTMENT MANAGEMENT COMPANY (PIMCO),NEWPORT BEACH,92660,ACCOUNT ANALYST,70000,C,50001 to 100000
"ELECTRONIC ARTS, INC.",REDWOOD CITY,94065,SOFTWARE ENGINEER I,70000,C,50001 to 100000
INFOBAHN SOFTWORLD INC,SAN JOSE,95131,PROGRAMMER ANALYST,70000,C,50001 to 100000
SEMTECH CORPORATION,CAMARILLO,93012-8790,IT SECUITY MANAGER,70000,C,50001 to 100000
SHEN EASTERN MEDICINE GROUP,MILPITAS,95035-7919,NUTRITIONIST,70000,C,50001 to 100000
COSMOGIA INC,SAN FRANCISCO,94107,ASTRODYNAMICS SYSTEM ENGINEER,70000,C,50001 to 100000
INTEMATIX CORPORATION,FREMONT,94538,LED PHOSPHOR R&D ENGINEER,70000,C,50001 to 100000
ALPHA NET CONSULTING LLC,SANTA CLARA,95054,SYSTEMS ANALYST,70000,C,50001 to 100000
MASTERMIND EDUCATONALSERVICES.INC,SANTA CLARA,95054,ORACLE PL/SQL DEVELOPER,70000,C,50001 to 100000
"INFOBAHN SOFTWORLD, INC",SAN JOSE,95131,PROGRAMMER ANALYST,70000,C,50001 to 100000
"INFOBAHN SOFTWORLD, INC",SAN JOSE,95131,SOFTWARE ENGINEER,70000,C,50001 to 100000
QUALCOMM INCORPORATED,SAN DIEGO,92121,SENIOR IT ENGINEER,70000,C,50001 to 100000
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.",STANFORD,94305,INSTRUCTOR,70000,C,50001 to 100000
H.S. CHANG ACCOUNTANCY CORPORATION,SAN FRANCISCO,94102,STAFF ACCOUNTANT,70000,C,50001 to 100000
ALPHA NET CONSULTING LLC,SANTA CLARA,95054,SYSTEMS ANALYST,70000,C,50001 to 100000
"P.B. SYSTEMS, INC.",IRVINE,92602,SOFTWARE ENGINEER,70000,C,50001 to 100000
H.S. CHANG ACCOUNTANCY CORPORATION,SAN FRANCISCO,94102,STAFF ACCOUNTANT,70000,C,50001 to 100000
LSI CORPORATION,MILPITAS,95035,SOFTWARE TEST ENGINEER 2,70000,C,50001 to 100000
"INVISAGE TECHNOLOGIES, INC.",MENLO PARK,94025,STAFF ENGINEER,70000,C,50001 to 100000
PAC-12 CONFERENCE,WALNUT CREEK,94597,"SENIOR MANAGER, INTERNATIONAL",70000,C,50001 to 100000
"ACCELERANT SOFTWARE, INC.",FOOTHILL RANCH,92610,SOFTWARE ENGINEER,70000,C,50001 to 100000
"CHAMPION TELECOM, INC.",FREMONT,94539,FIELD ENGINEER,70000,C,50001 to 100000
"SYNCOMINT, INC.",FREMONT,94538,BUSINESS ANALYST,70000,C,50001 to 100000
"ASTEELFLASH CALIFORNIA, INC",FREMONT,94539,TECHNICAL PROGRAM MANAGER,70000,C,50001 to 100000
ETOUCH SYSTEMS CORPORATION,FREMONT,94555,PROGRAMMER ANALYST,70000,C,50001 to 100000
"CONVERGENT CONSULTING, INC.",MILPITAS,95035,SAP MANUFACTURING BUSINESS ANALYST (SYSTEMS ANALYS,70000,C,50001 to 100000
"SYNCOMINT, INC.",FREMONT,94538,BUSINESS ANALYST,70000,C,50001 to 100000
"SYNCOMINT, INC.",FREMONT,94538,BUSINESS ANALYST,70000,C,50001 to 100000
"IPPS, INNOVATIVE PAYROLL AND PERSONNEL SOLUTIONS,",STUDIO CITY,91607,WEB DEVELOPER,70000,C,50001 to 100000
ALPHA NET CONSULTING LLC,SANTA CLARA,95054,SYSTEMS ANALYST,70000,C,50001 to 100000
PARAMOUNT FARMS INTERNATIONAL LLC,LOS ANGELES,90064,FOOD SCIENTIST,70000,C,50001 to 100000
BEATS ELECTRONICS LLC,SANTA MONICA,90404,SOFTWARE ENGINEER,70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,SR. PROGRAMMER ANALYST,70000,C,50001 to 100000
"PAYPAL, INC.",SAN JOSE,95131,BUSINESS INTELLIGENCE ENGINEER,70000,C,50001 to 100000
"ODOPOD, INC.",SAN FRANCISCO,94102,JUNIOR INTERACTION DESIGNER,70000,C,50001 to 100000
"AGILONE, INC.",MOUNTAIN VIEW,94043,BUSINESS INTELLIGENCE SYSTEMS ANALYST,70000,C,50001 to 100000
BEATS ELECTRONICS LLC,SANTA MONICA,90404,DSP ENGINEER,70000,C,50001 to 100000
"COMPUTER TECHNOLOGY RESOURCES, INC.",IRVINE,92618,PROGRAMMER ANALYST,70000,C,50001 to 100000
"DENKEN SOLUTIONS, INC.",NEWPORT BEACH,9261,SAP ABAP DEVELOPER/PROGRAMMER ANALYST,70000,C,50001 to 100000
SWINSOFT INC,FOLSOM,95630,PROGRAMMER ANAYST,70000,C,50001 to 100000
ALPHA NET CONSULTING LLC,SANTA CLARA,95054,SYSTEMS ANALYST,70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,PROGRAMMER ANALYST,70000,C,50001 to 100000
MASTERMIND EDUCATIONAL SERVICES INC,SANTA CLARA,95054,ORACLE PL/SQL DEVELOPER,70000,C,50001 to 100000
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,95134,TEST ENGINEER,70000,C,50001 to 100000
"CLAIMS SERVICES GROUP, INC.",SAN DIEGO,92128,SOFTWARE ENGINEER,70000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (QA ANALYST 2-PRODDEV),70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,MARKETING & BUSINESS DEVELOPMENT ANALYST,70000,C,50001 to 100000
VEDAMS INC.,SAN JOSE,95117,SENIOR TEST ENGINEER,70000,C,50001 to 100000
"SQUAR, MILNER, PETERSON, MIRANDA & WILLIAMSON LLP",NEWPORT BEACH,92660,SENIOR AUDITOR,70000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,PROGRAMMER ANALYST,70000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,PROGRAMMER ANALYST,70000,C,50001 to 100000
"S.K.M. SYSTEMS ANALYSIS, INC.",REDONDO BEACH,90277,SOFTWARE ENGINEER,70000,C,50001 to 100000
"J. BRUCE JACOBS MD., INC.",PALM SPRINGS,92262,RADIOLOGIST TECHNOLOGIST,70000,C,50001 to 100000
"ADVANCED FOOD CONCEPTS, INC.",BERKELEY,94710,QA/QC MANAGER,70000,C,50001 to 100000
"MSC EMBEDDED, INC .",SAN BRUNO,94066,MARKET RESEARCH ANALYST,70000,C,50001 to 100000
"CALSOFT LABS, INC.",SANTA CLARA,95054,SENIOR SOFTWARE ENGINEER,70000,C,50001 to 100000
"CALSOFT LABS, INC.",SANTA CLARA,95054,SENIOR SOFTWARE ENGINEER,70000,C,50001 to 100000
"CALSOFT LABS, INC.",SANTA CLARA,95054,SENIOR QUALITY ASSURANCE ENGINEER,70000,C,50001 to 100000
"SYSINTELLI, INC",SAN DIEGO,92126,PROGRAMMER ANALYST,70000,C,50001 to 100000
"SMARTPLAY, INC.",SAN JOSE,95134,COMPUTER SYSTEMS ENGINEERS,70000,C,50001 to 100000
SPARTA CONSULTING INC.,FOLSOM,95630,ASSOCIATE CONSULTANT,70000,C,50001 to 100000
HORIZON TECHNOLOGIES INC,SUNNYVALE,94085,SOFTWARE DEVELOPER,70000,C,50001 to 100000
H.S. CHANG ACCOUNTANCY CORPORATION,SAN FRANCISCO,94102,STAFF ACCOUNTANT,70000,C,50001 to 100000
"NETENRICH, INC.",SAN JOSE,95110,SENIOR PARTNER MANAGER,70000,C,50001 to 100000
"SHIMAHARA, INC.",SANTA MONICA,90405,DIGITAL DESIGNER (UNLICENSED ARCHITECT),70000,C,50001 to 100000
"EZ2 TECHNOLOGIES, INC.",HOUSTON,77077,COMPUTER SYSTEMS ANALYST,70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,SR. PROGRAMMER ANALYST,70000,C,50001 to 100000
OSI CONSULTING INC.,WOODLAND HILLS,91367,SR. CONSULTANT,70000,C,50001 to 100000
OSI CONSULTING INC.,WOODLAND HILLS,91367,SR. CONSULTANT,70000,C,50001 to 100000
"TELENAV, INC.",SUNNYVALE,94085,SOFTWARE QUALITY ASSURANCE ENGINEER,70000,C,50001 to 100000
"LM GROUP, INC.",CERRITOS,90703,.NET PROGRAMMER,70000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,PROGRAMMER ANALYST,70000,C,50001 to 100000
"SOCIAL REALITY, INC.",BEVERLY HILLS,90210,SENIOR PROGRAMMING DEVELOPER,70000,C,50001 to 100000
"CALSOFT LABS, INC.",SANTA CLARA,95054,SENIOR SOFTWARE ENGINEER,70000,C,50001 to 100000
TRAILER PARK INC.,HOLLYWOOD,90028,SENIOR MOBILE DEVELOPER,70000,C,50001 to 100000
"CHATECK, INC",SANTA CLARA,95051,PROGRAMMER ANALYST,70000,C,50001 to 100000
"SANDLENET, INC.",FREMONT,94539,PROJECT MANAGER,70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,SR. PROGRAMMER ANALYST,70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,SR. PROGRAMMER ANALYST,70000,C,50001 to 100000
"PROSPANCE, INC.",FREMONT,94538,PROGRAMMER ANALYST,70000,C,50001 to 100000
"ADVANCED FOOD CONCEPTS, INC.",BERKELEY,94710,QA/QC MANAGER,70000,C,50001 to 100000
"KOBELCO COMPRESSORS AMERICA, INC.",CORONA,92880,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALIST,70000,C,50001 to 100000
"A10 NETWORKS, INC.",SAN JOSE,95134,NETWORK TEST ENGINEER,70000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,BUSINESS SYSTEMS ANALSYT,70000,C,50001 to 100000
EMULEX DESIGN AND MANUFACTURING CORPORATION,COSTA MESA,92626,ENGINEER,70000,C,50001 to 100000
READY AT DAWN STUDIOS LLC,IRVINE,92618,GAME DESIGNER,70000,C,50001 to 100000
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.",STANFORD,94305,ACADEMIC RESEARCH AND PROGRAM OFFICER,70000,C,50001 to 100000
"SAMSUNG INFORMATION SYSTEMS AMERICA, INC.",SAN JOSE,95134,ASSOCIATE DESIGNER,70000,C,50001 to 100000
AQUILOGIC INC,SAN JUAN CAPISTRANO,92675,PROJECT GEOSCIENTIST,70000,C,50001 to 100000
KRG TECHNOLOGIES INC,VALENCIA,91355,PROGRAMMER ANALYST,70000,C,50001 to 100000
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,95134,TEST ENGINEER,70000,C,50001 to 100000
MARSTEK SOLUTIONS LLC,SANTA CLARA,95050,PROGRAMMER ANALYST,70000,C,50001 to 100000
"CALSOFT LABS, INC.",SANTA CLARA,95054,SENIOR QUALITY ASSURANCE ENGINEER,70000,C,50001 to 100000
BODHTREE SOLUTIONS INC.,FREMONT,94539,PROGRAMMER ANALYST,70000,C,50001 to 100000
"LIQUIDATE DIRECT, LLC",LOS ANGELES,90025,COMPUTER SOFTWARE ENGINEER,70000,C,50001 to 100000
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,95054,PROGRAMMER ANALYST,70000,C,50001 to 100000
QUALCOMM INCORPORATED,SAN DIEGO,92121,SENIOR DATABASE ADMINISTRATOR,70000,C,50001 to 100000
SPARTA CONSULTING INC.,FOLSOM,95630,CONSULTANT,70000,C,50001 to 100000
"CONVERGENT CONSULTING, INC.",MILPITAS,95035,SAP MANUFACTURING BUSINESS ANALYST (SYSTEMS ANALYS,70000,C,50001 to 100000
"AUDYSSEY LABORATORIES, INC.",LOS ANGELES,90071,RESEARCH ENGINEER,70000,C,50001 to 100000
ACNOVATE CORPORATION,SANTA CLARA,95054,BUSINESS SALES MANAGER (PLM),70000,C,50001 to 100000
